Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
08.10.2019;09.10.2019;105.208,50;42.738,00;114.770,00;425.542,00;39.142,50;4.035,50;216.736,25;315.312,75;94.720,75;196.913,75;28.834,25;39.385,50
09.10.2019;10.10.2019;110.386,25;43.363,25;110.960,75;447.990,50;55.423,75;4.038,50;216.014,00;286.584,75;86.215,25;184.023,00;22.320,00;39.649,25
10.10.2019;11.10.2019;108.585,75;45.473,00;123.587,25;536.534,00;81.451,75;4.474,50;211.007,75;240.123,75;48.949,50;163.333,00;25.014,75;40.141,50
11.10.2019;12.10.2019;111.689,50;44.140,50;128.596,00;694.832,25;84.289,25;4.448,75;203.119,25;175.349,75;56.081,50;110.512,50;19.587,75;40.479,00
12.10.2019;13.10.2019;112.799,25;41.360,25;121.926,75;477.555,50;117.208,75;3.817,00;194.811,25;167.844,00;32.923,00;97.042,00;29.197,25;38.504,50
13.10.2019;14.10.2019;111.725,50;39.313,50;70.894,50;364.742,25;116.802,00;3.835,50;214.772,75;182.347,00;29.435,25;87.485,50;14.144,50;37.730,75
14.10.2019;15.10.2019;112.306,25;38.423,25;77.222,75;258.355,75;133.345,75;3.650,50;218.649,00;290.827,75;132.673,00;196.294,50;33.092,00;37.795,50
15.10.2019;16.10.2019;112.634,75;39.144,75;70.611,25;156.025,25;101.406,50;3.929,75;217.830,75;319.943,50;156.161,00;232.086,75;32.829,75;39.173,50
16.10.2019;17.10.2019;113.915,00;41.347,00;47.206,75;362.108,25;81.081,25;4.316,50;221.404,25;315.112,00;104.762,00;223.960,00;17.785,75;38.171,25
17.10.2019;18.10.2019;113.708,50;40.128,25;52.029,50;272.290,25;78.599,50;4.187,25;221.346,75;323.716,00;153.382,75;231.354,25;31.522,25;36.403,50
18.10.2019;19.10.2019;113.812,00;37.925,25;101.782,25;418.280,25;78.193,50;3.986,50;217.650,25;290.534,50;84.343,25;197.544,00;25.518,50;37.237,00
19.10.2019;20.10.2019;114.429,25;35.660,50;124.186,75;344.797,75;45.645,50;4.205,75;218.906,75;249.639,75;44.457,00;175.875,25;20.389,75;36.508,25
20.10.2019;21.10.2019;113.583,25;36.075,50;33.420,75;117.200,00;71.232,75;4.003,25;220.842,50;271.212,00;65.960,00;188.480,25;28.276,50;36.077,50
21.10.2019;22.10.2019;112.494,50;37.386,00;38.578,50;138.968,75;59.208,50;4.188,75;220.979,50;307.011,00;220.875,00;232.560,25;35.460,50;35.601,50
22.10.2019;23.10.2019;113.363,00;40.389,75;54.947,25;111.431,75;72.050,25;4.225,25;221.549,75;335.045,25;243.250,75;237.575,00;26.813,25;36.345,75
23.10.2019;24.10.2019;114.697,50;41.246,25;28.444,00;134.439,75;68.112,75;4.187,25;220.025,00;325.635,25;230.449,75;239.842,00;27.482,50;37.358,00
24.10.2019;25.10.2019;114.808,00;39.618,00;60.330,25;202.447,00;64.328,00;4.202,75;221.168,25;325.393,50;154.737,50;218.436,25;27.588,00;37.564,75
25.10.2019;26.10.2019;115.177,50;35.604,50;122.909,75;400.900,25;83.123,00;4.248,25;217.657,75;268.188,75;60.494,50;191.229,00;35.144,00;35.718,50
26.10.2019;27.10.2019;113.067,00;34.018,50;111.387,25;597.061,25;101.402,75;4.108,50;210.251,75;160.502,50;31.583,75;78.461,25;29.557,00;34.385,00
27.10.2019;28.10.2019;118.656,75;35.174,25;117.003,25;505.953,50;61.644,25;4.364,00;203.411,50;200.163,00;40.266,75;96.805,00;33.339,00;29.478,25
28.10.2019;29.10.2019;114.454,75;35.019,25;74.096,00;214.455,00;70.351,25;4.955,50;221.824,25;332.133,00;212.477,25;218.700,75;22.930,75;38.930,75
29.10.2019;30.10.2019;115.013,25;37.433,50;18.882,25;113.618,75;59.780,00;4.980,25;223.290,50;341.041,25;292.028,00;245.374,25;29.988,50;40.579,75
30.10.2019;31.10.2019;114.747,50;37.076,50;4.656,50;119.519,25;79.758,00;4.976,50;224.048,75;339.000,75;271.392,25;232.353,00;26.764,25;42.878,00
31.10.2019;01.11.2019;115.786,25;40.194,50;31.546,00;151.729,50;102.159,25;5.233,50;223.708,50;323.537,50;205.180,25;228.560,50;22.653,00;43.557,00
01.11.2019;02.11.2019;116.271,75;39.642,75;85.023,50;339.537,75;38.141,25;5.235,25;223.076,00;226.308,25;53.475,00;163.438,00;13.047,00;43.273,50
02.11.2019;03.11.2019;115.072,00;38.231,00;110.995,50;485.265,75;41.256,00;4.744,25;215.780,25;170.342,50;37.305,25;90.375,50;17.137,25;41.619,00
03.11.2019;04.11.2019;111.860,00;36.449,00;63.268,25;241.241,25;35.287,00;4.512,50;216.003,00;216.502,50;54.552,00;111.118,75;21.550,50;40.865,75
04.11.2019;05.11.2019;107.905,00;38.391,75;36.629,75;227.359,25;47.398,75;4.859,50;220.100,00;289.412,50;160.022,00;192.663,50;22.340,75;36.927,25
05.11.2019;06.11.2019;107.988,50;41.772,00;55.540,50;161.761,00;36.069,00;4.927,25;221.810,50;324.237,50;224.533,25;226.175,50;30.776,00;44.119,75
06.11.2019;07.11.2019;108.465,75;46.177,25;14.764,00;95.884,50;31.668,00;5.034,75;222.924,25;350.301,50;265.175,00;223.282,75;37.989,50;41.774,75
07.11.2019;08.11.2019;109.286,50;43.124,75;59.184,75;222.680,25;55.463,00;4.953,00;222.556,25;370.314,00;218.370,00;203.458,50;17.112,25;41.493,50
08.11.2019;09.11.2019;109.497,25;42.219,00;47.945,75;106.720,25;33.069,00;4.917,75;222.433,25;371.964,00;260.051,75;208.846,00;36.935,50;40.806,00
09.11.2019;10.11.2019;110.652,75;40.614,25;33.509,50;125.796,50;31.001,50;4.453,00;223.055,25;369.029,50;210.116,25;155.151,75;11.695,25;39.841,25
10.11.2019;11.11.2019;116.773,25;37.336,25;47.319,25;85.644,00;63.536,50;4.455,50;223.023,00;369.649,00;183.928,25;145.596,50;14.558,75;40.751,00
11.11.2019;12.11.2019;116.588,00;35.261,25;106.828,25;308.324,50;38.958,75;4.434,25;222.822,50;363.214,75;196.604,50;163.987,50;24.160,25;40.833,00
12.11.2019;13.11.2019;113.576,25;37.223,25;128.542,25;398.931,50;36.576,50;4.414,00;221.698,00;323.863,75;198.250,25;186.871,50;17.128,00;38.883,75
13.11.2019;14.11.2019;113.602,00;40.008,75;92.525,25;267.558,00;30.329,50;4.426,25;222.809,75;323.750,25;281.604,50;217.972,25;24.244,75;38.879,75
14.11.2019;15.11.2019;113.853,50;38.860,50;52.601,25;284.634,75;70.694,00;4.360,50;222.902,50;343.657,00;280.377,25;223.640,25;24.857,00;38.864,50
15.11.2019;16.11.2019;114.467,00;35.901,75;118.989,00;374.291,50;25.056,25;4.394,25;221.952,75;338.289,75;210.191,75;166.057,75;30.475,50;38.050,50
16.11.2019;17.11.2019;115.255,25;38.898,50;73.357,50;244.921,75;32.715,00;4.429,50;221.465,75;350.465,00;181.105,50;152.478,50;8.255,25;38.745,25
17.11.2019;18.11.2019;117.406,75;38.621,00;60.015,00;242.222,00;20.436,25;4.429,00;216.385,50;361.434,00;170.091,50;130.864,50;15.856,00;36.745,75
18.11.2019;19.11.2019;117.154,75;43.843,50;120.873,00;272.907,75;29.483,50;4.330,25;189.948,50;361.628,75;248.575,00;193.646,75;31.575,50;36.721,00
19.11.2019;20.11.2019;115.604,00;41.230,25;100.899,75;311.623,00;36.985,00;4.316,00;185.311,25;343.004,75;269.537,25;214.321,50;25.630,75;40.737,75
20.11.2019;21.11.2019;117.501,75;42.876,75;8.622,50;27.790,25;21.863,25;4.788,25;191.385,75;382.477,25;345.498,75;250.391,25;41.965,50;34.598,00
21.11.2019;22.11.2019;117.510,50;40.199,25;48.870,75;81.237,75;19.367,00;5.112,75;190.989,75;375.587,50;324.390,75;249.049,50;32.644,50;33.206,25
22.11.2019;23.11.2019;117.507,25;37.448,50;66.176,25;205.011,75;29.918,00;5.072,75;192.771,25;373.665,50;265.772,50;211.212,25;19.088,00;36.441,50
23.11.2019;24.11.2019;117.626,25;33.662,75;140.783,25;479.686,25;47.931,75;4.775,75;219.297,75;283.667,00;58.891,25;100.017,50;7.409,25;36.760,00
24.11.2019;25.11.2019;117.465,50;33.367,00;108.206,75;201.843,25;38.696,75;5.132,75;220.272,50;313.614,00;114.953,50;119.745,25;18.161,75;35.415,00
25.11.2019;26.11.2019;117.197,00;37.158,75;17.099,00;43.608,75;14.040,25;5.221,00;222.167,00;384.542,75;290.435,00;228.744,00;39.788,75;39.323,50
26.11.2019;27.11.2019;117.230,50;37.373,75;56.177,25;171.591,00;22.544,25;4.373,00;220.892,25;396.304,00;296.326,00;212.272,25;26.924,00;39.260,75
27.11.2019;28.11.2019;116.935,00;35.363,00;82.835,00;446.348,50;16.648,00;4.345,75;218.959,25;378.989,25;189.777,00;133.564,00;22.913,25;38.658,00
28.11.2019;29.11.2019;116.365,25;34.095,00;104.686,50;751.267,75;25.015,25;4.181,75;214.783,50;297.365,50;109.763,25;103.361,00;18.692,50;34.837,75
29.11.2019;30.11.2019;117.709,50;34.926,75;134.329,75;503.637,25;30.992,75;4.665,75;211.516,50;318.931,00;160.374,50;135.267,00;20.129,25;37.471,50
30.11.2019;01.12.2019;118.470,25;37.412,00;48.010,50;155.777,00;47.192,00;5.311,25;221.007,00;369.195,25;182.030,75;154.776,25;17.530,50;38.771,00
01.12.2019;02.12.2019;118.570,75;35.119,50;28.381,75;104.293,50;21.523,00;5.357,25;212.754,75;364.501,00;194.346,50;166.481,25;19.695,25;37.531,50
02.12.2019;03.12.2019;117.797,25;37.132,50;98.928,25;245.841,50;31.098,25;5.324,50;214.670,00;381.229,00;240.469,00;221.895,75;27.971,00;37.888,25
03.12.2019;04.12.2019;118.026,75;38.861,50;90.319,50;177.357,50;34.236,50;5.292,00;218.567,75;379.714,00;284.365,00;239.624,25;28.009,25;42.556,50
04.12.2019;05.12.2019;118.202,50;37.910,75;98.142,00;191.997,50;58.772,50;5.274,75;221.228,50;373.606,75;264.622,50;227.745,25;33.675,50;42.583,50
05.12.2019;06.12.2019;118.139,75;36.078,00;130.900,50;289.141,25;46.220,75;5.313,25;218.276,25;364.675,75;214.290,00;219.294,00;31.591,75;40.971,00
06.12.2019;07.12.2019;116.563,00;35.295,25;109.674,50;737.319,50;31.170,75;5.199,25;212.399,75;239.608,00;100.225,75;127.566,50;24.175,50;39.432,50
07.12.2019;08.12.2019;118.296,00;32.582,00;141.293,25;710.044,00;19.167,25;4.970,75;200.354,50;174.117,50;52.493,50;94.815,75;31.918,25;39.690,75
08.12.2019;09.12.2019;117.100,25;30.925,75;122.238,50;790.539,50;23.964,50;4.109,75;183.282,00;119.442,00;41.025,75;66.300,50;15.216,75;32.801,00
09.12.2019;10.12.2019;117.356,50;31.762,00;133.925,75;618.652,00;29.445,50;4.757,25;203.654,75;230.820,50;102.773,50;127.388,00;32.820,00;40.332,00
10.12.2019;11.12.2019;117.318,75;35.904,00;105.105,00;442.459,00;44.930,75;4.501,25;212.872,50;305.526,00;181.864,75;186.677,75;32.571,00;40.118,50
11.12.2019;12.12.2019;117.638,00;36.400,25;89.210,75;370.947,00;21.422,25;5.067,50;212.596,25;324.911,75;220.007,00;215.717,25;38.109,00;42.682,00
12.12.2019;13.12.2019;117.907,50;35.788,50;99.539,75;286.562,25;16.546,75;5.187,75;219.080,50;342.690,50;211.163,25;227.799,25;32.947,00;42.850,25
13.12.2019;14.12.2019;119.281,00;38.217,50;84.866,25;481.555,75;16.899,25;5.097,25;213.564,25;303.731,50;138.847,75;183.121,25;35.138,25;43.010,00
14.12.2019;15.12.2019;118.701,50;35.737,00;130.443,00;700.329,25;22.433,75;4.627,50;197.878,75;145.137,50;42.183,50;97.632,75;11.709,25;39.711,50
15.12.2019;16.12.2019;117.309,75;33.013,00;140.854,50;721.333,75;28.180,25;4.502,00;182.095,00;133.422,25;43.793,50;78.126,50;18.899,75;38.741,50
16.12.2019;17.12.2019;117.273,75;35.360,50;116.967,75;341.083,25;28.046,25;5.218,25;209.990,00;300.374,50;188.723,00;195.098,25;34.055,75;40.648,25
17.12.2019;18.12.2019;117.906,50;36.218,00;57.626,75;470.559,00;33.309,75;4.895,75;217.732,00;320.341,00;180.869,50;178.328,75;21.192,25;40.847,50
18.12.2019;19.12.2019;118.443,00;36.180,25;103.007,25;319.461,00;30.273,00;4.833,00;214.079,00;314.687,25;179.986,50;193.326,75;29.609,00;40.443,50
19.12.2019;20.12.2019;119.178,50;33.041,75;139.261,75;416.111,00;42.487,00;5.185,00;213.849,50;258.123,00;101.674,50;146.345,75;27.187,50;42.713,00
20.12.2019;21.12.2019;120.173,00;30.739,75;141.850,75;509.718,25;27.642,75;4.947,75;210.659,25;217.185,00;54.838,00;114.448,25;24.853,75;43.035,50
21.12.2019;22.12.2019;119.836,25;32.812,00;118.526,00;318.309,00;31.456,50;4.774,00;212.760,50;227.328,00;37.827,00;98.115,50;32.240,25;41.167,50
22.12.2019;23.12.2019;119.590,25;34.794,75;64.971,25;352.166,50;15.881,25;4.973,25;215.238,75;192.181,50;41.729,50;91.097,25;29.178,75;41.655,50
23.12.2019;24.12.2019;118.866,25;35.085,75;120.929,25;489.470,00;16.603,00;4.765,75;204.327,75;173.866,50;41.184,75;98.092,50;29.036,00;41.221,75
24.12.2019;25.12.2019;119.408,25;36.537,25;56.076,00;411.280,75;18.786,00;4.959,25;209.441,50;153.953,50;39.549,50;95.361,50;30.216,25;41.617,00
25.12.2019;26.12.2019;118.801,00;38.787,00;39.819,25;260.698,25;13.405,75;5.001,00;215.334,00;161.660,50;50.709,25;86.897,00;24.554,50;41.953,00
26.12.2019;27.12.2019;119.615,00;40.279,00;20.648,50;118.394,00;27.356,00;5.224,50;217.736,75;188.412,00;52.812,50;103.610,00;24.471,50;42.163,25
27.12.2019;28.12.2019;119.721,75;39.166,50;39.369,50;107.487,50;20.973,75;5.357,25;218.139,75;224.545,75;85.523,00;142.718,25;31.861,75;43.325,00
28.12.2019;29.12.2019;119.248,25;38.375,25;64.278,75;88.648,00;36.278,25;5.398,50;218.280,50;212.062,25;80.023,75;155.377,25;20.850,50;42.883,25
29.12.2019;30.12.2019;119.584,75;36.233,75;120.835,00;219.960,75;54.853,00;5.351,00;216.728,00;182.580,75;55.010,00;117.319,25;26.545,75;41.948,25
30.12.2019;31.12.2019;116.924,00;34.712,25;134.487,00;531.439,50;53.171,50;4.938,50;206.180,75;165.969,25;63.963,25;113.499,25;23.283,50;40.850,25
31.12.2019;01.01.2020;118.897,50;33.618,00;86.011,00;363.132,75;36.487,00;5.160,25;200.136,00;186.697,50;70.197,50;116.666,25;37.603,75;40.945,75
01.01.2020;02.01.2020;118.816,25;32.601,00;69.129,00;148.598,00;50.749,25;5.373,00;193.116,50;246.625,75;47.415,50;115.596,50;30.933,75;41.758,50
02.01.2020;03.01.2020;119.258,00;32.998,25;144.043,75;248.305,75;39.728,25;5.361,25;192.107,25;253.302,00;59.253,00;132.780,00;34.794,50;41.508,00
03.01.2020;04.01.2020;119.697,50;33.741,75;142.192,75;635.604,00;18.142,50;5.133,25;184.035,75;183.753,00;71.253,50;109.460,75;30.073,50;40.367,25
04.01.2020;05.01.2020;118.720,25;34.073,25;113.573,50;688.953,75;13.150,25;5.020,50;180.849,50;173.140,75;71.533,75;104.921,75;33.761,00;39.389,50
05.01.2020;06.01.2020;118.713,25;32.157,50;92.192,00;225.345,25;24.920,25;5.293,50;191.414,75;254.696,75;60.354,00;136.995,00;16.818,75;40.175,00
06.01.2020;07.01.2020;118.999,00;31.591,50;140.936,75;253.726,00;38.132,25;5.261,75;190.099,25;246.603,50;139.097,75;196.514,75;29.017,00;39.525,50
07.01.2020;08.01.2020;118.418,25;33.563,25;115.641,50;374.342,00;15.297,00;5.254,75;189.115,00;278.984,00;187.606,00;213.954,25;35.361,75;39.361,50
08.01.2020;09.01.2020;117.915,50;35.093,00;101.732,50;473.450,75;9.750,75;5.116,75;187.936,75;266.172,25;207.555,25;207.562,00;32.832,25;39.461,00
09.01.2020;10.01.2020;118.795,00;34.107,75;95.212,25;434.974,50;24.299,25;5.043,75;190.474,50;276.150,00;155.604,50;182.845,75;19.637,75;40.918,25
10.01.2020;11.01.2020;119.505,00;34.883,25;84.064,50;527.243,75;30.641,50;4.820,25;185.997,25;273.371,00;148.191,25;172.765,75;27.611,50;40.207,25
11.01.2020;12.01.2020;119.871,75;33.618,25;121.563,50;394.942,50;36.987,75;5.228,75;186.706,25;254.082,75;93.527,75;164.057,50;25.991,00;42.015,25
12.01.2020;13.01.2020;116.359,75;30.648,00;124.796,75;658.304,00;34.330,50;5.345,25;179.661,50;158.742,50;83.037,50;106.925,50;26.243,00;41.072,25
13.01.2020;14.01.2020;116.819,25;32.693,75;106.952,00;351.720,25;26.592,50;5.303,25;191.903,00;266.958,75;163.072,00;197.875,00;32.221,50;41.646,25
14.01.2020;15.01.2020;115.368,00;33.997,50;132.056,00;781.873,75;38.277,75;5.034,50;184.521,75;194.522,25;98.934,50;125.399,75;37.222,00;38.323,00
15.01.2020;16.01.2020;114.558,00;35.225,50;113.600,25;732.630,00;64.195,00;4.847,00;187.457,25;200.013,25;103.707,00;113.185,00;31.183,25;39.382,25
16.01.2020;17.01.2020;116.084,75;34.608,00;121.015,25;337.083,50;65.849,00;4.932,25;187.536,25;279.436,25;139.714,75;199.098,50;34.151,75;40.864,25
17.01.2020;18.01.2020;116.813,50;31.664,50;124.676,25;449.733,75;55.954,25;5.181,50;186.391,25;282.613,75;117.640,25;200.384,25;33.865,75;41.969,00
18.01.2020;19.01.2020;117.592,50;30.387,00;118.899,75;404.190,00;30.096,50;5.078,00;185.054,00;275.260,25;92.331,25;156.973,25;33.301,25;42.044,00
19.01.2020;20.01.2020;118.810,75;30.209,75;108.966,25;172.462,50;30.766,75;5.234,50;193.180,50;287.331,50;97.469,50;174.382,25;30.625,25;41.910,75
20.01.2020;21.01.2020;119.275,50;31.311,25;70.969,00;146.712,75;45.220,00;5.168,50;191.706,50;320.297,50;283.442,25;277.826,50;24.260,75;41.744,25
21.01.2020;22.01.2020;118.974,50;33.143,00;103.133,00;262.247,50;64.770,25;5.225,25;192.953,75;324.631,00;270.245,25;294.058,50;34.305,50;41.547,00
22.01.2020;23.01.2020;119.163,00;35.103,00;51.972,50;193.251,75;25.262,25;5.311,50;192.541,25;356.710,00;325.450,75;296.039,50;39.616,75;33.447,50
23.01.2020;24.01.2020;119.700,50;35.732,00;42.696,50;67.021,50;28.911,00;5.314,25;194.151,00;362.258,00;351.778,50;309.873,00;40.401,00;34.157,75
24.01.2020;25.01.2020;120.480,25;34.726,75;76.555,50;124.009,25;46.761,50;5.304,25;194.062,00;352.682,00;343.672,25;301.092,25;36.897,75;36.954,50
25.01.2020;26.01.2020;120.398,00;33.442,00;77.086,25;94.740,25;28.656,25;5.277,25;194.025,00;360.318,00;228.068,75;236.623,25;25.552,25;40.692,75
26.01.2020;27.01.2020;119.476,00;30.479,00;89.781,75;139.388,75;37.586,25;5.311,00;193.598,50;289.111,00;134.012,50;178.509,50;24.748,00;41.081,25
27.01.2020;28.01.2020;119.332,50;30.862,25;106.540,75;445.945,75;40.022,00;5.207,00;190.073,75;267.782,25;150.499,25;207.173,25;30.680,75;42.049,25
28.01.2020;29.01.2020;117.631,50;32.665,75;102.552,00;708.048,25;25.044,00;5.167,50;179.101,50;186.906,00;88.002,75;156.336,75;35.556,50;41.698,50
29.01.2020;30.01.2020;117.987,25;33.034,25;128.215,00;725.310,75;25.077,25;5.283,25;180.538,75;167.245,25;103.075,50;172.633,00;33.097,00;40.136,50
30.01.2020;31.01.2020;117.819,75;34.223,00;128.404,00;703.947,25;46.170,25;5.248,25;175.654,00;186.235,25;91.641,75;140.984,25;34.999,50;39.514,50
31.01.2020;01.02.2020;116.593,50;32.740,25;131.439,75;763.025,75;35.549,25;4.647,50;165.071,50;160.523,00;71.752,50;113.448,75;39.852,75;39.982,25
01.02.2020;02.02.2020;117.602,75;33.856,00;140.305,00;771.128,50;32.689,25;4.104,00;165.644,75;97.475,75;48.773,50;74.589,50;35.257,00;37.580,75
02.02.2020;03.02.2020;116.584,75;35.848,75;48.383,25;536.100,50;17.592,50;4.608,50;176.749,25;148.379,25;36.291,50;88.530,50;37.330,75;39.780,00
03.02.2020;04.02.2020;116.156,75;46.519,25;110.318,75;548.298,25;21.533,50;4.937,50;184.799,00;198.664,00;55.952,50;133.401,25;36.899,25;40.645,25
04.02.2020;05.02.2020;117.386,50;45.323,50;115.160,50;567.379,75;48.560,50;4.882,00;183.966,50;231.940,75;69.446,00;147.934,00;33.916,75;32.988,50
05.02.2020;06.02.2020;117.986,75;47.083,50;55.746,50;322.824,50;86.934,75;5.082,75;191.089,00;291.799,00;158.937,25;231.820,00;41.478,00;40.197,25
06.02.2020;07.02.2020;119.273,50;46.941,50;50.252,50;249.680,50;63.028,00;4.954,75;193.217,00;325.192,50;227.051,75;258.722,25;33.800,50;41.101,25
07.02.2020;08.02.2020;118.766,00;44.800,50;53.888,75;171.299,50;76.513,25;4.950,00;192.569,00;317.907,50;189.927,25;258.178,25;31.353,25;40.775,25
08.02.2020;09.02.2020;118.531,00;44.164,00;109.428,25;329.257,25;87.452,00;4.973,50;190.378,50;212.375,50;60.112,75;158.948,75;24.398,00;33.046,75
09.02.2020;10.02.2020;115.713,50;40.293,75;89.608,50;739.539,00;79.887,50;3.948,75;141.301,75;105.406,75;57.502,75;66.795,50;27.004,00;28.223,75
10.02.2020;11.02.2020;114.010,00;41.257,00;118.594,50;840.849,75;54.884,75;4.643,25;169.482,50;114.315,25;75.982,50;99.182,75;44.082,25;30.542,00
11.02.2020;12.02.2020;115.936,50;45.582,00;119.722,25;909.292,75;52.325,75;4.742,50;173.117,75;117.403,00;79.765,50;97.883,75;36.000,25;31.055,75
12.02.2020;13.02.2020;113.435,75;45.093,25;121.365,00;827.939,25;52.811,75;4.846,50;177.305,00;142.591,50;85.029,50;108.752,00;35.845,00;31.470,50
13.02.2020;14.02.2020;117.420,25;44.057,00;93.596,25;500.680,00;42.080,00;5.071,00;189.152,25;218.531,00;102.256,50;177.281,25;24.706,00;40.075,25
14.02.2020;15.02.2020;118.323,75;45.504,00;49.868,25;226.408,00;34.409,75;5.086,75;192.823,25;263.963,50;124.690,75;221.769,00;42.283,50;32.737,00
15.02.2020;16.02.2020;117.492,75;44.342,00;135.378,50;537.079,75;95.771,00;4.759,25;173.225,00;125.019,25;45.541,50;96.159,50;25.604,25;38.133,25
16.02.2020;17.02.2020;116.469,75;37.022,75;91.133,00;844.291,50;43.995,25;3.762,75;131.648,25;98.790,50;38.327,75;65.402,75;32.603,50;35.830,75
17.02.2020;18.02.2020;116.340,00;40.052,25;130.247,75;726.830,50;45.506,75;4.484,50;171.111,75;146.346,75;70.427,00;102.084,75;31.245,50;29.690,75
18.02.2020;19.02.2020;116.624,50;43.637,50;134.735,75;787.339,50;69.033,00;4.707,50;182.759,25;129.108,75;72.927,00;105.379,50;37.218,75;36.664,25
19.02.2020;20.02.2020;115.260,50;42.579,50;124.006,75;684.595,00;57.645,50;4.919,75;184.457,50;156.398,25;63.945,00;151.547,75;33.521,25;31.273,00
20.02.2020;21.02.2020;117.406,50;42.903,50;134.760,00;602.794,75;46.841,50;5.026,25;187.744,50;158.295,00;56.704,00;162.075,50;35.885,50;32.838,25
21.02.2020;22.02.2020;115.071,00;42.331,75;141.321,75;721.802,75;94.619,25;4.788,25;185.746,00;108.624,50;69.652,75;115.993,75;41.367,50;31.371,25
22.02.2020;23.02.2020;116.565,50;39.743,50;110.164,00;876.977,00;78.894,25;3.876,25;149.178,25;95.750,25;40.628,00;65.882,00;25.912,50;28.846,50
23.02.2020;24.02.2020;116.491,75;37.963,00;118.754,00;756.144,00;20.058,25;4.100,00;167.711,50;91.936,50;38.628,50;66.630,00;33.906,25;29.612,00
24.02.2020;25.02.2020;116.941,75;43.958,25;107.298,50;546.397,25;43.589,25;4.914,50;185.403,75;151.795,50;58.676,00;138.176,00;28.921,00;32.328,25
25.02.2020;26.02.2020;117.105,25;44.646,25;119.976,75;725.561,50;62.136,75;4.674,50;175.009,50;171.827,50;78.448,00;122.978,25;39.411,25;31.953,25
26.02.2020;27.02.2020;118.292,75;46.046,25;43.345,50;412.591,00;57.299,50;5.097,25;192.980,50;243.814,25;79.336,00;196.984,50;39.066,75;32.951,00
27.02.2020;28.02.2020;118.331,00;48.317,25;64.505,75;253.945,75;50.277,75;5.151,50;193.639,00;255.513,00;138.912,75;242.897,50;43.173,75;33.602,00
28.02.2020;29.02.2020;116.434,50;44.572,25;129.850,75;500.582,50;81.111,75;5.112,25;184.303,25;227.252,25;80.211,50;192.303,25;38.285,50;39.341,25
29.02.2020;01.03.2020;116.252,50;42.304,25;133.865,25;723.572,00;73.690,25;3.982,75;177.979,25;98.296,25;52.738,50;85.809,00;19.836,00;35.934,25
01.03.2020;02.03.2020;114.835,50;40.573,50;112.218,25;626.657,00;99.172,25;4.273,50;174.409,00;119.351,75;52.045,75;78.713,50;31.403,00;36.174,00
02.03.2020;03.03.2020;113.611,25;42.193,00;43.814,75;245.842,50;97.521,50;5.100,00;191.872,75;263.053,75;160.504,25;197.957,75;32.904,50;38.899,25
03.03.2020;04.03.2020;112.625,00;46.442,00;27.354,50;251.020,25;70.087,25;5.134,25;193.321,50;292.515,50;218.269,50;243.190,50;41.002,00;39.183,00
04.03.2020;05.03.2020;113.900,75;44.911,50;31.557,25;197.856,25;85.188,50;5.215,75;193.204,00;298.926,25;236.683,75;250.606,00;37.030,50;34.031,25
05.03.2020;06.03.2020;117.022,75;43.414,25;47.256,25;279.210,75;77.330,50;5.047,50;193.088,00;295.044,25;171.921,25;219.166,25;38.377,00;33.588,50
06.03.2020;07.03.2020;117.604,50;44.134,50;101.048,25;451.633,75;36.517,25;5.146,00;188.953,75;228.416,50;100.613,00;204.186,75;42.007,75;40.647,25
07.03.2020;08.03.2020;117.388,75;41.148,75;62.180,75;337.540,25;70.397,75;5.215,50;192.150,50;221.008,75;60.573,50;161.295,75;29.179,00;41.209,00
08.03.2020;09.03.2020;116.449,50;39.706,00;131.582,00;470.845,75;104.850,75;4.346,25;183.395,25;137.122,00;45.378,50;91.955,75;29.754,25;38.008,50
09.03.2020;10.03.2020;116.790,75;40.996,25;61.932,00;271.510,50;78.713,00;5.146,50;191.599,00;227.483,50;115.007,50;215.379,50;36.428,00;40.647,50
10.03.2020;11.03.2020;115.746,25;43.148,50;139.874,75;780.990,00;30.461,25;5.024,50;176.450,00;134.581,00;98.560,00;133.897,75;33.354,25;38.964,00
11.03.2020;12.03.2020;116.550,00;45.919,25;139.063,50;613.441,75;80.255,75;4.665,00;178.159,50;139.741,50;66.752,00;133.637,00;39.951,25;36.882,00
12.03.2020;13.03.2020;114.079,75;45.821,50;119.274,50;802.058,75;112.344,50;4.580,25;169.925,00;113.396,00;71.105,75;102.998,00;39.714,00;35.803,25
13.03.2020;14.03.2020;108.445,25;46.051,00;105.623,25;695.393,00;118.823,00;4.896,25;183.530,50;121.556,50;78.715,50;121.370,25;41.806,25;36.614,25
14.03.2020;15.03.2020;112.074,25;45.406,75;72.016,75;172.528,00;149.402,75;5.182,00;193.141,50;156.728,25;66.357,00;129.176,00;22.592,25;27.810,25
