Datum von;Datum bis;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen
07.04.2020;08.04.2020;387.433,00;25.854,00;133.506,75;228.072,25
08.04.2020;09.04.2020;398.237,00;25.487,25;139.734,00;233.015,75
09.04.2020;10.04.2020;365.240,00;30.549,75;122.195,75;212.494,50
10.04.2020;11.04.2020;311.907,50;7.481,50;80.369,25;224.056,75
11.04.2020;12.04.2020;325.514,75;30.803,25;60.574,75;234.136,75
12.04.2020;13.04.2020;399.034,50;49.884,25;131.383,75;217.766,50
13.04.2020;14.04.2020;736.801,75;138.836,25;435.342,50;162.623,00
14.04.2020;15.04.2020;527.968,50;86.315,00;243.417,25;198.236,25
15.04.2020;16.04.2020;591.306,75;100.208,50;251.552,50;239.545,75
16.04.2020;17.04.2020;400.227,00;33.339,00;138.019,50;228.868,50
17.04.2020;18.04.2020;322.042,50;19.444,50;75.250,00;227.348,00
18.04.2020;19.04.2020;424.809,75;66.193,00;167.473,50;191.143,25
19.04.2020;20.04.2020;615.945,00;73.628,50;332.245,75;210.070,75
20.04.2020;21.04.2020;871.333,25;89.483,50;527.531,50;254.318,25
21.04.2020;22.04.2020;982.881,75;117.263,75;611.048,75;254.569,25
22.04.2020;23.04.2020;823.639,25;103.310,25;458.049,25;262.279,75
23.04.2020;24.04.2020;425.394,25;26.939,00;137.667,75;260.787,50
24.04.2020;25.04.2020;543.584,25;72.122,50;247.629,50;223.832,25
25.04.2020;26.04.2020;426.780,00;37.207,75;171.694,50;217.877,75
26.04.2020;27.04.2020;285.719,00;8.808,50;41.895,50;235.015,00
27.04.2020;28.04.2020;315.430,25;24.714,00;66.018,50;224.697,75
28.04.2020;29.04.2020;287.041,25;16.078,75;124.208,00;146.754,50
29.04.2020;30.04.2020;332.285,25;26.524,75;184.472,50;121.288,00
30.04.2020;01.05.2020;551.139,50;93.414,00;334.856,25;122.869,25
01.05.2020;02.05.2020;583.528,00;64.365,75;355.919,25;163.243,00
02.05.2020;03.05.2020;508.728,25;29.045,75;320.375,50;159.307,00
03.05.2020;04.05.2020;349.739,50;16.785,75;141.230,00;191.723,75
04.05.2020;05.05.2020;314.921,00;41.140,50;133.213,00;140.567,50
05.05.2020;06.05.2020;450.921,50;41.116,75;195.600,25;214.204,50
06.05.2020;07.05.2020;488.978,75;40.384,00;192.974,00;255.620,75
07.05.2020;08.05.2020;397.179,00;27.713,00;117.436,25;252.029,75
08.05.2020;09.05.2020;310.595,25;25.524,75;44.544,25;240.526,25
09.05.2020;10.05.2020;265.247,25;3.467,00;65.075,50;196.704,75
10.05.2020;11.05.2020;403.334,25;73.829,25;168.144,50;161.360,50
11.05.2020;12.05.2020;716.049,50;117.053,25;509.982,75;89.013,50
12.05.2020;13.05.2020;518.862,75;76.130,75;232.642,75;210.089,25
13.05.2020;14.05.2020;320.928,75;52.167,25;111.565,50;157.196,00
14.05.2020;15.05.2020;380.161,50;34.456,25;170.932,75;174.772,50
15.05.2020;16.05.2020;465.226,75;80.715,50;200.883,00;183.628,25
16.05.2020;17.05.2020;533.338,50;87.814,50;224.687,25;220.836,75
17.05.2020;18.05.2020;563.187,25;100.150,25;219.696,00;243.341,00
18.05.2020;19.05.2020;545.795,25;98.179,75;223.001,75;224.613,75
19.05.2020;20.05.2020;407.439,25;46.630,50;146.212,50;214.596,25
20.05.2020;21.05.2020;238.865,50;2.290,75;48.433,75;188.141,00
21.05.2020;22.05.2020;326.735,25;15.422,25;55.597,25;255.715,75
22.05.2020;23.05.2020;480.048,00;110.163,25;215.843,75;154.041,00
23.05.2020;24.05.2020;541.317,50;120.463,75;306.659,75;114.194,00
24.05.2020;25.05.2020;720.835,00;106.623,50;431.014,00;183.197,50
25.05.2020;26.05.2020;582.681,00;70.238,25;346.977,00;165.465,75
26.05.2020;27.05.2020;282.549,00;3.164,25;46.790,75;232.594,00
27.05.2020;28.05.2020;372.596,50;26.178,00;95.306,75;251.111,75
28.05.2020;29.05.2020;492.264,50;30.807,50;218.652,00;242.805,00
29.05.2020;30.05.2020;387.626,50;11.845,50;122.620,25;253.160,75
30.05.2020;31.05.2020;471.684,25;29.022,00;216.594,50;226.067,75
31.05.2020;01.06.2020;515.630,50;51.197,75;250.441,00;213.991,75
01.06.2020;02.06.2020;530.061,50;53.683,00;190.916,50;285.462,00
02.06.2020;03.06.2020;387.338,00;15.794,75;92.559,50;278.983,75
03.06.2020;04.06.2020;389.420,25;74.120,25;77.417,25;237.882,75
04.06.2020;05.06.2020;371.565,50;88.585,00;162.590,75;120.389,75
05.06.2020;06.06.2020;553.093,75;59.131,25;348.630,25;145.332,25
06.06.2020;07.06.2020;680.011,50;116.156,25;407.096,75;156.758,50
07.06.2020;08.06.2020;426.476,50;48.739,75;232.529,00;145.207,75
08.06.2020;09.06.2020;252.827,25;16.643,25;42.801,50;193.382,50
09.06.2020;10.06.2020;215.332,25;2.842,50;87.201,75;125.288,00
10.06.2020;11.06.2020;259.504,50;23.437,50;114.074,00;121.993,00
11.06.2020;12.06.2020;361.165,50;107.179,50;122.143,50;131.842,50
12.06.2020;13.06.2020;504.664,00;92.636,00;165.914,00;246.114,00
13.06.2020;14.06.2020;495.542,75;102.211,25;176.715,00;216.616,50
14.06.2020;15.06.2020;418.468,25;83.666,25;235.538,00;99.264,00
15.06.2020;16.06.2020;291.693,00;34.990,25;122.582,00;134.120,75
16.06.2020;17.06.2020;191.128,75;7.256,00;28.162,00;155.710,75
17.06.2020;18.06.2020;239.462,50;14.034,25;46.136,00;179.292,25
18.06.2020;19.06.2020;315.717,50;36.061,25;131.045,75;148.610,50
19.06.2020;20.06.2020;301.229,75;11.872,00;136.927,50;152.430,25
20.06.2020;21.06.2020;421.207,50;16.831,00;223.562,75;180.813,75
21.06.2020;22.06.2020;338.433,00;25.363,75;98.567,25;214.502,00
22.06.2020;23.06.2020;390.177,75;17.171,25;142.587,75;230.418,75
23.06.2020;24.06.2020;363.392,00;11.942,75;70.325,50;281.123,75
24.06.2020;25.06.2020;396.417,75;16.246,75;110.365,75;269.805,25
25.06.2020;26.06.2020;470.927,50;54.269,25;183.414,00;233.244,25
26.06.2020;27.06.2020;433.750,25;45.026,25;131.113,25;257.610,75
27.06.2020;28.06.2020;386.151,25;26.022,50;138.925,25;221.203,50
28.06.2020;29.06.2020;484.854,75;76.983,25;238.769,50;169.102,00
29.06.2020;30.06.2020;513.874,00;90.973,50;236.964,50;185.936,00
30.06.2020;01.07.2020;821.255,00;113.005,50;510.920,00;197.329,50
01.07.2020;02.07.2020;536.189,00;51.101,00;288.863,50;196.224,50
02.07.2020;03.07.2020;369.426,75;19.245,75;167.234,50;182.946,50
03.07.2020;04.07.2020;435.347,75;46.632,75;179.236,00;209.479,00
04.07.2020;05.07.2020;785.124,75;124.011,50;466.089,50;195.023,75
05.07.2020;06.07.2020;827.555,75;91.185,25;580.575,75;155.794,75
06.07.2020;07.07.2020;915.432,25;137.303,25;568.718,00;209.411,00
07.07.2020;08.07.2020;558.146,25;89.899,00;238.522,75;229.724,50
08.07.2020;09.07.2020;295.677,25;31.567,00;115.415,75;148.694,50
09.07.2020;10.07.2020;314.225,75;11.422,75;149.241,00;153.562,00
10.07.2020;11.07.2020;500.364,25;50.239,25;278.546,25;171.578,75
11.07.2020;12.07.2020;389.720,50;55.674,50;134.293,75;199.752,25
12.07.2020;13.07.2020;370.620,75;35.170,50;89.218,25;246.232,00
13.07.2020;14.07.2020;333.840,75;21.180,25;48.885,50;263.775,00
14.07.2020;15.07.2020;312.121,50;24.897,75;83.140,50;204.083,25
15.07.2020;16.07.2020;193.073,50;6.874,75;56.713,25;129.485,50
16.07.2020;17.07.2020;165.075,00;6.082,75;49.372,50;109.619,75
17.07.2020;18.07.2020;244.752,00;6.842,00;44.389,75;193.520,25
18.07.2020;19.07.2020;259.445,00;19.452,50;20.168,50;219.824,00
19.07.2020;20.07.2020;292.374,00;16.260,00;52.819,00;223.295,00
20.07.2020;21.07.2020;365.007,00;27.118,00;117.792,00;220.097,00
21.07.2020;22.07.2020;386.864,75;34.832,25;110.678,50;241.354,00
22.07.2020;23.07.2020;335.011,00;23.149,75;67.523,25;244.338,00
23.07.2020;24.07.2020;334.937,00;49.731,50;47.425,00;237.780,50
24.07.2020;25.07.2020;398.144,50;41.805,25;176.524,00;179.815,25
25.07.2020;26.07.2020;340.455,25;50.111,00;92.878,25;197.466,00
26.07.2020;27.07.2020;461.626,00;74.114,00;236.116,75;151.395,25
27.07.2020;28.07.2020;407.436,25;77.359,75;126.567,00;203.509,50
28.07.2020;29.07.2020;715.607,50;130.574,25;384.917,75;200.115,50
29.07.2020;30.07.2020;654.080,25;124.545,00;293.335,00;236.200,25
30.07.2020;31.07.2020;414.402,50;50.999,50;103.406,25;259.996,75
31.07.2020;01.08.2020;357.671,75;28.108,00;63.517,00;266.046,75
01.08.2020;02.08.2020;446.196,25;69.927,50;151.429,25;224.839,50
02.08.2020;03.08.2020;275.184,50;34.660,75;107.392,25;133.131,50
03.08.2020;04.08.2020;218.977,00;10.321,00;75.570,50;133.085,50
04.08.2020;05.08.2020;240.913,25;15.991,75;67.599,75;157.321,75
05.08.2020;06.08.2020;475.275,00;97.965,25;127.945,75;249.364,00
06.08.2020;07.08.2020;393.364,50;30.629,75;102.879,50;259.855,25
07.08.2020;08.08.2020;337.188,75;14.745,75;69.607,50;252.835,50
08.08.2020;09.08.2020;312.886,25;10.048,25;52.915,25;249.922,75
09.08.2020;10.08.2020;359.388,50;48.871,00;89.767,00;220.750,50
10.08.2020;11.08.2020;401.430,00;65.759,50;129.883,75;205.786,75
11.08.2020;12.08.2020;507.102,75;84.745,75;199.835,50;222.521,50
12.08.2020;13.08.2020;526.417,00;101.328,25;197.754,00;227.334,75
13.08.2020;14.08.2020;383.491,00;79.571,50;141.113,50;162.806,00
14.08.2020;15.08.2020;229.560,00;36.066,00;63.593,50;129.900,50
15.08.2020;16.08.2020;226.415,75;31.403,50;35.641,50;159.370,75
16.08.2020;17.08.2020;337.115,50;19.961,50;98.648,25;218.505,75
17.08.2020;18.08.2020;265.474,75;19.439,75;108.401,00;137.634,00
18.08.2020;19.08.2020;245.719,75;11.213,75;73.801,00;160.705,00
19.08.2020;20.08.2020;270.240,00;18.361,25;44.559,75;207.319,00
20.08.2020;21.08.2020;385.596,50;56.461,00;148.439,50;180.696,00
21.08.2020;22.08.2020;537.845,25;102.977,50;239.624,00;195.243,75
22.08.2020;23.08.2020;546.073,00;120.514,00;300.427,25;125.131,75
23.08.2020;24.08.2020;613.179,25;88.203,75;363.784,50;161.191,00
24.08.2020;25.08.2020;358.286,50;17.457,00;198.944,75;141.884,75
25.08.2020;26.08.2020;430.564,75;69.081,75;203.846,75;157.636,25
26.08.2020;27.08.2020;1.042.435,50;116.172,50;790.201,25;136.061,75
27.08.2020;28.08.2020;502.226,50;37.666,75;313.051,25;151.508,50
28.08.2020;29.08.2020;462.091,25;73.169,00;257.278,75;131.643,50
29.08.2020;30.08.2020;310.567,25;27.073,25;161.126,50;122.367,50
30.08.2020;31.08.2020;223.154,25;50.580,00;76.566,00;96.008,25
31.08.2020;01.09.2020;260.181,25;30.238,50;105.834,25;124.108,50
01.09.2020;02.09.2020;217.735,25;14.845,25;73.756,50;129.133,50
02.09.2020;03.09.2020;228.285,50;13.623,25;48.318,25;166.344,00
03.09.2020;04.09.2020;463.203,25;76.309,75;230.304,75;156.588,75
04.09.2020;05.09.2020;492.555,50;74.308,75;260.324,50;157.922,25
05.09.2020;06.09.2020;413.473,00;97.538,50;179.239,25;136.695,25
06.09.2020;07.09.2020;332.218,50;44.156,75;146.251,25;141.810,50
07.09.2020;08.09.2020;318.211,75;57.133,75;83.984,25;177.093,75
08.09.2020;09.09.2020;550.971,25;80.761,50;299.481,25;170.728,50
09.09.2020;10.09.2020;532.895,50;115.352,50;251.297,25;166.245,75
10.09.2020;11.09.2020;316.865,50;45.496,00;115.922,75;155.446,75
11.09.2020;12.09.2020;296.884,00;57.392,75;52.743,00;186.748,25
12.09.2020;13.09.2020;521.338,75;108.873,75;216.892,25;195.572,75
13.09.2020;14.09.2020;499.363,00;116.777,75;177.548,00;205.037,25
14.09.2020;15.09.2020;300.316,25;21.725,25;73.562,25;205.028,75
15.09.2020;16.09.2020;270.719,75;5.773,25;69.004,75;195.941,75
16.09.2020;17.09.2020;361.173,75;63.859,50;129.512,00;167.802,25
17.09.2020;18.09.2020;474.626,00;49.512,75;241.584,75;183.528,50
18.09.2020;19.09.2020;437.573,00;17.861,75;207.080,50;212.630,75
19.09.2020;20.09.2020;440.779,50;44.316,50;199.785,00;196.678,00
20.09.2020;21.09.2020;350.109,00;20.575,50;134.331,50;195.202,00
21.09.2020;22.09.2020;253.507,25;3.567,75;53.671,00;196.268,50
22.09.2020;23.09.2020;221.043,50;6.047,50;31.104,25;183.891,75
23.09.2020;24.09.2020;351.733,00;68.439,50;145.517,75;137.775,75
24.09.2020;25.09.2020;636.573,50;119.696,25;387.118,50;129.758,75
25.09.2020;26.09.2020;363.017,75;54.221,25;239.628,25;69.168,25
26.09.2020;27.09.2020;358.266,50;63.853,50;256.355,25;38.057,75
27.09.2020;28.09.2020;321.044,75;78.739,75;152.048,25;90.256,75
28.09.2020;29.09.2020;210.711,00;25.755,50;70.654,00;114.301,50
29.09.2020;30.09.2020;166.270,00;19.571,75;63.299,75;83.398,50
30.09.2020;01.10.2020;215.928,50;52.658,75;57.809,00;105.460,75
01.10.2020;02.10.2020;460.527,25;121.521,75;218.588,50;120.417,00
02.10.2020;03.10.2020;516.444,50;80.246,75;336.990,00;99.207,75
03.10.2020;04.10.2020;659.305,50;137.262,25;430.171,00;91.872,25
04.10.2020;05.10.2020;669.733,00;103.435,50;439.032,00;127.265,50
05.10.2020;06.10.2020;567.029,75;128.798,25;361.394,75;76.836,75
06.10.2020;07.10.2020;682.113,00;94.346,00;525.061,75;62.705,25
07.10.2020;08.10.2020;542.859,25;77.099,00;391.089,75;74.670,50
08.10.2020;09.10.2020;749.999,50;127.382,75;559.365,00;63.251,75
09.10.2020;10.10.2020;391.099,50;88.023,00;226.687,50;76.389,00
10.10.2020;11.10.2020;471.507,00;87.199,00;309.106,75;75.201,25
11.10.2020;12.10.2020;409.302,00;93.808,50;220.512,75;94.980,75
12.10.2020;13.10.2020;182.638,00;34.601,75;74.085,00;73.951,25
13.10.2020;14.10.2020;220.337,50;45.994,50;84.318,75;90.024,25
14.10.2020;15.10.2020;661.017,25;124.197,75;495.165,50;41.654,00
15.10.2020;16.10.2020;459.967,25;96.928,25;330.878,50;32.160,50
16.10.2020;17.10.2020;215.037,75;17.404,50;151.017,00;46.616,25
17.10.2020;18.10.2020;112.622,25;15.609,25;43.199,50;53.813,50
18.10.2020;19.10.2020;431.376,50;85.019,75;282.270,00;64.086,75
19.10.2020;20.10.2020;256.098,25;45.727,00;126.846,00;83.525,25
20.10.2020;21.10.2020;595.770,25;109.714,25;387.658,00;98.398,00
21.10.2020;22.10.2020;665.438,00;95.390,75;502.646,75;67.400,50
22.10.2020;23.10.2020;740.779,75;133.203,75;517.428,50;90.147,50
23.10.2020;24.10.2020;355.544,00;100.003,75;217.142,25;38.398,00
24.10.2020;25.10.2020;581.442,00;114.428,25;401.610,50;65.403,25
25.10.2020;26.10.2020;719.340,00;133.305,75;497.524,75;88.509,50
26.10.2020;27.10.2020;394.208,25;109.924,25;247.637,75;36.646,25
27.10.2020;28.10.2020;675.034,50;132.111,50;478.493,75;64.429,25
28.10.2020;29.10.2020;738.777,25;134.499,25;555.945,00;48.333,00
29.10.2020;30.10.2020;727.317,00;111.386,50;561.905,50;54.025,00
30.10.2020;31.10.2020;625.681,25;93.760,25;511.929,75;19.991,25
31.10.2020;01.11.2020;388.233,00;70.574,75;245.232,25;72.426,00
01.11.2020;02.11.2020;598.726,25;122.308,75;453.266,50;23.151,00
02.11.2020;03.11.2020;891.060,75;131.560,25;713.660,25;45.840,25
03.11.2020;04.11.2020;543.869,50;124.063,25;362.615,75;57.190,50
04.11.2020;05.11.2020;454.636,50;111.521,75;276.646,75;66.468,00
05.11.2020;06.11.2020;419.952,00;104.790,50;230.429,75;84.731,75
06.11.2020;07.11.2020;241.678,50;24.667,25;133.736,75;83.274,50
07.11.2020;08.11.2020;233.718,00;16.043,25;116.965,25;100.709,50
08.11.2020;09.11.2020;188.150,50;24.707,50;81.693,00;81.750,00
09.11.2020;10.11.2020;164.524,25;23.231,25;81.427,75;59.865,25
10.11.2020;11.11.2020;123.395,00;19.183,00;64.000,25;40.211,75
11.11.2020;12.11.2020;96.147,50;26.802,00;42.204,00;27.141,50
12.11.2020;13.11.2020;404.090,00;97.133,50;265.983,25;40.973,25
13.11.2020;14.11.2020;387.668,00;82.803,50;242.711,25;62.153,25
14.11.2020;15.11.2020;387.468,25;77.409,00;250.573,50;59.485,75
15.11.2020;16.11.2020;796.064,00;148.287,25;579.636,75;68.140,00
16.11.2020;17.11.2020;733.710,50;141.315,25;550.657,00;41.738,25
17.11.2020;18.11.2020;629.323,75;139.496,00;460.700,75;29.127,00
18.11.2020;19.11.2020;625.277,00;151.062,00;403.544,00;70.671,00
19.11.2020;20.11.2020;855.980,50;129.541,00;698.664,75;27.774,75
20.11.2020;21.11.2020;398.696,00;88.912,25;247.672,00;62.111,75
21.11.2020;22.11.2020;726.204,75;141.575,75;534.464,50;50.164,50
22.11.2020;23.11.2020;638.192,50;127.711,00;470.194,50;40.287,00
23.11.2020;24.11.2020;495.923,50;133.886,00;315.911,00;46.126,50
24.11.2020;25.11.2020;452.196,75;128.061,75;280.056,00;44.079,00
25.11.2020;26.11.2020;343.967,25;86.428,50;208.239,25;49.299,50
26.11.2020;27.11.2020;214.591,25;39.141,75;140.983,00;34.466,50
27.11.2020;28.11.2020;87.663,75;15.150,25;35.369,25;37.144,25
28.11.2020;29.11.2020;192.381,25;42.950,00;113.129,25;36.302,00
29.11.2020;30.11.2020;154.996,00;19.399,75;93.247,25;42.349,00
30.11.2020;01.12.2020;311.303,75;83.526,50;182.880,00;44.897,25
01.12.2020;02.12.2020;223.123,75;72.933,75;139.177,25;11.012,75
02.12.2020;03.12.2020;123.685,50;34.526,75;62.174,00;26.984,75
03.12.2020;04.12.2020;503.255,00;129.789,25;353.291,50;20.174,25
04.12.2020;05.12.2020;600.175,25;126.121,75;447.341,25;26.712,25
05.12.2020;06.12.2020;243.561,50;46.096,25;171.394,75;26.070,50
06.12.2020;07.12.2020;244.665,00;47.891,75;179.090,50;17.682,75
07.12.2020;08.12.2020;378.460,00;88.235,50;270.378,75;19.845,75
08.12.2020;09.12.2020;158.896,25;28.043,00;103.242,25;27.611,00
09.12.2020;10.12.2020;122.335,50;36.050,75;74.900,50;11.384,25
10.12.2020;11.12.2020;92.118,50;32.734,50;46.170,00;13.214,00
11.12.2020;12.12.2020;431.130,25;117.298,75;297.176,25;16.655,25
12.12.2020;13.12.2020;255.410,75;70.733,50;173.164,00;11.513,25
13.12.2020;14.12.2020;157.030,25;33.214,25;113.288,75;10.527,25
14.12.2020;15.12.2020;562.709,25;133.498,50;401.708,00;27.502,75
15.12.2020;16.12.2020;356.686,00;82.078,50;260.380,75;14.226,75
16.12.2020;17.12.2020;288.484,75;82.685,00;182.486,25;23.313,50
17.12.2020;18.12.2020;557.671,25;126.380,00;406.469,25;24.822,00
18.12.2020;19.12.2020;513.938,50;143.806,75;333.954,50;36.177,25
19.12.2020;20.12.2020;608.954,25;128.377,00;440.141,25;40.436,00
20.12.2020;21.12.2020;427.695,00;124.447,50;281.657,25;21.590,25
21.12.2020;22.12.2020;580.574,50;126.971,50;424.851,25;28.751,75
22.12.2020;23.12.2020;726.682,25;106.982,75;607.799,50;11.900,00
23.12.2020;24.12.2020;308.607,50;45.310,25;253.404,50;9.892,75
24.12.2020;25.12.2020;561.318,50;119.232,25;426.361,00;15.725,25
25.12.2020;26.12.2020;273.490,50;64.616,00;183.313,25;25.561,25
26.12.2020;27.12.2020;584.872,00;129.554,75;430.198,00;25.119,25
27.12.2020;28.12.2020;925.409,75;67.024,50;825.428,25;32.957,00
28.12.2020;29.12.2020;334.445,00;34.359,00;282.071,00;18.015,00
29.12.2020;30.12.2020;333.580,00;25.007,25;285.810,75;22.762,00
30.12.2020;31.12.2020;478.341,75;74.675,25;373.000,50;30.666,00
31.12.2020;01.01.2021;318.975,50;49.492,25;240.196,25;29.287,00
01.01.2021;02.01.2021;106.525,25;13.639,00;73.138,75;19.747,50
02.01.2021;03.01.2021;109.378,00;14.972,25;74.179,00;20.226,75
03.01.2021;04.01.2021;473.041,25;122.408,50;339.600,25;11.032,50
04.01.2021;05.01.2021;432.698,50;118.555,00;302.644,75;11.498,75
05.01.2021;06.01.2021;393.564,50;132.331,50;253.012,50;8.220,50
06.01.2021;07.01.2021;258.589,75;90.933,25;160.663,00;6.993,50
07.01.2021;08.01.2021;183.116,50;24.977,75;144.529,50;13.609,25
08.01.2021;09.01.2021;149.521,25;24.001,00;114.692,75;10.827,50
09.01.2021;10.01.2021;90.677,50;10.116,50;64.333,50;16.227,50
10.01.2021;11.01.2021;234.931,25;67.628,00;145.639,50;21.663,75
11.01.2021;12.01.2021;699.624,00;142.684,25;531.937,50;25.002,25
12.01.2021;13.01.2021;731.894,00;113.262,00;607.967,75;10.664,25
13.01.2021;14.01.2021;826.536,50;136.831,50;670.335,00;19.370,00
14.01.2021;15.01.2021;362.250,00;63.710,25;280.276,00;18.263,75
15.01.2021;16.01.2021;176.624,50;23.925,50;131.422,50;21.276,50
16.01.2021;17.01.2021;178.556,50;51.515,00;110.982,50;16.059,00
17.01.2021;18.01.2021;158.003,75;56.100,00;86.217,75;15.686,00
18.01.2021;19.01.2021;504.790,25;106.431,25;388.369,00;9.990,00
19.01.2021;20.01.2021;801.330,25;113.909,00;677.677,75;9.743,50
20.01.2021;21.01.2021;912.562,00;135.750,50;739.889,00;36.922,50
21.01.2021;22.01.2021;1.000.927,50;126.999,00;830.331,25;43.597,25
22.01.2021;23.01.2021;696.377,00;136.552,75;523.278,75;36.545,50
23.01.2021;24.01.2021;254.133,25;59.407,50;172.748,50;21.977,25
24.01.2021;25.01.2021;199.640,50;4.943,50;170.007,00;24.690,00
25.01.2021;26.01.2021;167.761,75;24.307,25;118.980,25;24.474,25
26.01.2021;27.01.2021;351.007,25;33.837,00;296.214,00;20.956,25
27.01.2021;28.01.2021;345.002,75;61.248,00;261.758,75;21.996,00
28.01.2021;29.01.2021;287.204,00;45.251,00;231.179,75;10.773,25
29.01.2021;30.01.2021;556.255,75;137.958,75;397.082,50;21.214,50
30.01.2021;31.01.2021;243.901,50;23.369,50;196.252,75;24.279,25
31.01.2021;01.02.2021;243.420,00;27.995,00;161.532,00;53.893,00
01.02.2021;02.02.2021;278.407,50;46.368,25;209.611,75;22.427,50
02.02.2021;03.02.2021;252.375,25;31.667,50;204.576,00;16.131,75
03.02.2021;04.02.2021;566.018,00;138.382,25;411.543,50;16.092,25
04.02.2021;05.02.2021;447.162,00;127.501,00;255.013,50;64.647,50
05.02.2021;06.02.2021;436.136,50;147.358,75;257.843,00;30.934,75
06.02.2021;07.02.2021;748.845,25;149.640,50;562.822,25;36.382,50
07.02.2021;08.02.2021;844.078,00;94.984,25;730.171,00;18.922,75
08.02.2021;09.02.2021;576.096,25;117.985,50;435.640,50;22.470,25
09.02.2021;10.02.2021;287.388,25;130.697,50;134.480,50;22.210,25
10.02.2021;11.02.2021;267.076,50;82.536,00;163.199,25;21.341,25
11.02.2021;12.02.2021;177.196,00;36.592,00;103.864,50;36.739,50
12.02.2021;13.02.2021;349.719,75;58.189,75;238.915,75;52.614,25
13.02.2021;14.02.2021;268.102,00;17.449,75;183.062,75;67.589,50
14.02.2021;15.02.2021;444.515,00;107.640,25;259.729,75;77.145,00
15.02.2021;16.02.2021;627.003,25;118.962,75;474.909,75;33.130,75
16.02.2021;17.02.2021;428.200,00;87.031,75;297.821,00;43.347,25
17.02.2021;18.02.2021;661.863,75;116.929,25;491.878,75;53.055,75
18.02.2021;19.02.2021;642.393,75;147.398,00;403.722,00;91.273,75
19.02.2021;20.02.2021;587.287,50;132.668,75;361.921,75;92.697,00
20.02.2021;21.02.2021;634.932,00;145.477,25;357.229,00;132.225,75
21.02.2021;22.02.2021;540.023,25;95.153,75;294.281,00;150.588,50
22.02.2021;23.02.2021;451.021,25;89.944,00;223.261,25;137.816,00
23.02.2021;24.02.2021;512.678,50;102.855,75;287.860,75;121.962,00
24.02.2021;25.02.2021;656.652,25;148.597,25;359.226,25;148.828,75
25.02.2021;26.02.2021;540.315,75;117.835,75;260.819,00;161.661,00
26.02.2021;27.02.2021;411.922,75;83.777,00;228.626,00;99.519,75
27.02.2021;28.02.2021;284.816,75;32.005,75;157.601,00;95.210,00
28.02.2021;01.03.2021;272.971,75;14.251,75;117.090,75;141.629,25
01.03.2021;02.03.2021;222.651,75;11.027,50;77.294,25;134.330,00
02.03.2021;03.03.2021;257.787,25;20.134,75;66.333,50;171.319,00
03.03.2021;04.03.2021;296.205,00;11.539,25;117.791,75;166.874,00
04.03.2021;05.03.2021;335.363,75;66.752,50;189.250,25;79.361,00
05.03.2021;06.03.2021;304.891,25;31.840,50;152.852,75;120.198,00
06.03.2021;07.03.2021;427.711,75;69.184,25;189.700,50;168.827,00
07.03.2021;08.03.2021;483.325,00;83.521,75;255.637,75;144.165,50
08.03.2021;09.03.2021;245.552,50;23.871,00;62.802,00;158.879,50
09.03.2021;10.03.2021;205.527,75;20.901,00;84.982,50;99.644,25
10.03.2021;11.03.2021;429.577,50;101.539,50;228.826,50;99.211,50
11.03.2021;12.03.2021;1.082.020,00;136.233,25;888.424,00;57.362,75
12.03.2021;13.03.2021;1.085.546,50;137.083,00;819.191,50;129.272,00
13.03.2021;14.03.2021;1.071.777,25;139.783,25;866.488,50;65.505,50
14.03.2021;15.03.2021;811.826,50;116.023,00;603.525,25;92.278,25
15.03.2021;16.03.2021;713.732,50;132.748,50;506.899,00;74.085,00
16.03.2021;17.03.2021;522.425,75;72.279,75;349.443,00;100.703,00
17.03.2021;18.03.2021;261.820,75;50.550,25;115.457,00;95.813,50
18.03.2021;19.03.2021;185.331,25;13.905,00;55.808,00;115.618,25
19.03.2021;20.03.2021;391.359,25;32.537,00;243.204,25;115.618,00
20.03.2021;21.03.2021;408.713,75;70.753,00;192.893,25;145.067,50
21.03.2021;22.03.2021;713.547,75;114.814,75;521.574,75;77.158,25
22.03.2021;23.03.2021;353.575,50;62.683,00;190.336,50;100.556,00
23.03.2021;24.03.2021;254.250,50;54.162,75;120.397,25;79.690,50
24.03.2021;25.03.2021;408.553,00;93.159,25;127.838,00;187.555,75
25.03.2021;26.03.2021;311.912,75;51.342,25;86.114,75;174.455,75
26.03.2021;27.03.2021;569.876,50;127.958,75;251.647,25;190.270,50
27.03.2021;28.03.2021;855.856,00;108.618,75;621.249,25;125.988,00
28.03.2021;29.03.2021;763.393,75;143.051,25;464.750,50;155.592,00
29.03.2021;30.03.2021;767.054,50;149.502,00;430.589,50;186.963,00
30.03.2021;31.03.2021;469.035,00;89.089,75;139.004,00;240.941,25
31.03.2021;01.04.2021;295.170,25;14.048,25;44.211,00;236.911,00
01.04.2021;02.04.2021;474.411,25;82.102,25;197.768,00;194.541,00
02.04.2021;03.04.2021;598.911,25;105.679,75;311.463,50;181.768,00
03.04.2021;04.04.2021;492.717,75;77.566,50;238.564,00;176.587,25
04.04.2021;05.04.2021;489.953,25;92.926,00;211.162,50;185.864,75
05.04.2021;06.04.2021;932.166,75;105.730,00;714.140,25;112.296,50
06.04.2021;07.04.2021;864.281,50;141.591,25;566.711,75;155.978,50
