Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
05.01.2015;12.01.2015;674.258,25;269.184,75;62.518,50;2.833.298,25;132.232,50;22.171,00;1.858.456,25;2.397.488,25;1.126.027,75;252.197,25;184.310,00;1.271.084,00
12.01.2015;19.01.2015;681.273,50;278.063,50;69.017,25;2.573.815,00;172.052,00;21.491,50;1.866.435,25;2.716.830,50;1.348.851,50;245.890,75;191.200,75;732.430,75
19.01.2015;26.01.2015;680.983,50;272.720,00;30.118,75;438.210,25;97.128,00;23.099,00;1.908.721,00;3.134.065,00;1.993.436,75;498.103,75;211.981,75;1.564.101,50
26.01.2015;02.02.2015;682.815,25;245.358,75;59.826,00;1.623.529,00;130.885,50;22.892,50;1.872.986,00;2.817.390,75;1.870.742,00;344.270,00;193.464,00;1.457.899,50
02.02.2015;09.02.2015;682.961,25;227.826,25;55.713,00;1.255.805,50;254.386,25;22.850,00;1.874.212,25;2.809.255,25;1.940.197,00;506.887,25;189.596,75;1.505.073,25
09.02.2015;16.02.2015;678.681,00;211.060,75;65.462,75;935.814,25;300.430,50;22.713,00;1.900.264,25;2.858.149,50;2.083.025,75;427.115,50;185.491,50;1.496.358,50
16.02.2015;23.02.2015;668.638,25;208.700,50;81.507,75;1.323.239,50;385.706,25;20.088,75;1.861.752,00;2.692.688,25;2.017.689,25;362.473,50;189.178,25;1.425.267,50
23.02.2015;02.03.2015;668.865,25;215.901,00;93.699,50;1.671.686,50;442.489,50;16.714,75;1.834.265,50;2.839.987,75;1.703.498,75;316.932,25;198.025,75;1.389.204,25
02.03.2015;09.03.2015;669.914,75;239.995,00;119.150,25;1.983.999,75;620.975,25;17.588,50;1.803.758,25;2.904.910,50;1.486.819,25;283.523,00;202.157,25;1.195.165,25
09.03.2015;16.03.2015;661.761,75;220.848,75;88.556,50;865.828,50;625.070,25;14.321,00;1.668.527,25;2.835.489,25;1.963.943,25;305.871,75;186.303,75;1.389.473,50
16.03.2015;23.03.2015;664.829,25;224.449,50;71.062,50;951.816,75;820.167,75;16.624,50;1.627.021,25;2.843.533,50;1.759.954,75;315.841,50;221.179,00;1.290.577,25
23.03.2015;30.03.2015;662.265,75;229.404,00;84.237,75;1.172.565,00;595.856,25;16.721,50;1.509.356,50;2.657.308,50;1.833.437,00;339.553,75;214.262,25;1.159.713,75
30.03.2015;06.04.2015;670.887,75;294.999,75;113.830,00;2.376.099,75;728.685,50;22.175,75;1.588.590,25;2.290.702,00;773.310,25;261.173,00;188.932,50;925.058,50
06.04.2015;13.04.2015;670.381,25;271.516,25;65.143,50;924.533,75;1.025.352,75;24.083,00;1.551.528,50;2.467.738,75;1.392.663,75;218.352,25;173.013,50;1.128.658,00
13.04.2015;20.04.2015;661.982,00;297.125,25;111.871,75;1.195.978,50;1.127.336,75;19.058,75;1.612.232,75;2.369.342,25;1.369.095,25;193.097,00;203.061,25;1.012.499,75
20.04.2015;27.04.2015;661.477,50;278.665,75;80.329,50;700.819,50;1.171.343,50;21.691,75;1.628.312,00;2.328.359,00;1.526.482,75;151.698,75;194.503,50;1.099.436,00
27.04.2015;04.05.2015;667.536,00;316.900,25;90.049,25;793.740,50;877.957,75;21.960,50;1.589.458,75;2.146.989,00;1.393.235,75;177.545,50;195.375,25;971.332,25
04.05.2015;11.05.2015;659.403,75;341.928,25;174.292,50;1.566.357,75;1.025.081,00;19.047,25;1.582.605,25;2.107.666,25;945.841,75;176.695,00;203.465,75;818.795,00
11.05.2015;18.05.2015;659.281,25;351.958,00;132.687,75;1.093.919,75;1.106.705,25;17.600,00;1.600.175,50;2.047.739,50;680.891,50;200.256,75;199.398,00;812.800,00
18.05.2015;25.05.2015;667.326,75;352.799,25;77.539,25;623.172,00;993.065,00;17.532,50;1.586.224,25;1.972.409,25;1.272.489,50;210.279,75;201.884,00;1.013.573,75
25.05.2015;01.06.2015;672.372,00;346.273,00;147.356,25;1.130.152,25;951.270,00;17.499,00;1.506.702,25;1.969.059,75;1.149.876,25;204.564,50;213.203,00;912.329,00
01.06.2015;08.06.2015;646.437,00;341.364,25;143.657,25;1.325.733,75;1.266.447,50;15.758,25;1.512.389,75;2.178.662,50;760.981,50;195.164,25;220.741,00;836.611,75
08.06.2015;15.06.2015;640.159,50;341.470,00;88.098,25;637.418,50;1.041.933,75;18.396,25;1.497.759,75;2.273.396,00;1.403.511,50;194.292,50;199.731,50;1.111.758,25
15.06.2015;22.06.2015;640.433,00;368.075,25;159.358,75;828.997,25;871.460,25;19.499,00;1.408.322,50;2.255.897,25;1.405.507,00;174.473,25;195.853,75;988.606,75
22.06.2015;29.06.2015;639.558,50;358.154,50;82.666,75;736.738,00;982.844,75;19.721,00;1.441.022,75;2.387.962,75;1.584.853,50;167.861,50;191.527,75;1.075.462,75
29.06.2015;06.07.2015;635.577,00;356.539,00;92.672,75;621.404,75;1.381.248,00;16.690,00;1.288.860,50;2.369.356,75;1.755.502,25;224.958,25;248.499,00;1.106.055,75
06.07.2015;13.07.2015;636.154,75;332.496,50;176.806,00;1.349.211,50;1.175.823,00;15.872,25;1.075.109,50;2.397.572,75;1.323.917,25;217.478,75;185.084,25;924.642,25
13.07.2015;20.07.2015;641.329,75;311.087,25;101.404,25;695.555,50;956.254,75;16.112,00;1.089.844,75;2.556.783,25;1.728.013,50;221.122,00;203.146,50;1.134.778,25
20.07.2015;27.07.2015;629.588,50;302.448,25;153.661,00;1.140.263,75;1.098.871,50;16.662,25;1.116.674,25;2.504.630,25;1.406.793,50;358.226,75;175.692,75;1.046.079,75
27.07.2015;03.08.2015;624.571,00;276.009,00;199.646,00;1.529.018,50;1.036.975,00;15.892,75;1.275.070,00;2.591.357,75;749.008,50;242.364,25;161.375,00;650.492,00
03.08.2015;10.08.2015;619.820,00;281.653,00;78.805,00;647.859,00;1.233.964,50;14.832,25;1.359.844,50;2.638.781,75;1.389.896,50;188.404,75;186.087,25;737.413,50
10.08.2015;17.08.2015;621.690,25;276.782,25;107.752,25;687.742,25;977.931,75;14.996,50;1.625.460,00;2.522.897,00;1.701.524,25;201.591,00;170.260,75;732.269,50
17.08.2015;24.08.2015;635.370,75;283.767,50;140.088,50;641.819,50;903.339,75;14.202,50;1.741.652,50;2.717.992,75;1.421.727,75;167.774,25;164.338,75;788.487,00
24.08.2015;31.08.2015;638.523,75;256.948,25;219.569,75;1.135.311,50;989.085,75;14.664,25;1.729.387,75;2.732.579,25;1.447.878,25;189.513,75;189.606,50;746.671,50
31.08.2015;07.09.2015;639.526,00;275.748,25;291.155,50;1.482.360,50;789.398,25;14.036,75;1.707.666,75;2.442.280,00;1.704.337,25;194.898,75;193.293,25;860.688,00
07.09.2015;14.09.2015;651.559,75;245.966,50;132.275,75;772.151,00;857.141,25;14.726,50;1.752.911,25;2.961.117,50;1.827.773,25;171.082,75;157.393,00;748.678,25
14.09.2015;21.09.2015;651.918,00;251.384,75;232.950,25;1.550.531,25;620.422,25;13.864,75;1.735.940,25;2.904.451,00;1.432.579,25;198.045,25;157.004,50;1.416.948,50
21.09.2015;28.09.2015;651.999,00;243.499,00;121.358,50;659.961,00;693.724,75;15.873,25;1.675.347,25;3.005.478,00;2.107.666,50;247.798,50;175.665,75;739.395,00
28.09.2015;05.10.2015;652.615,50;219.963,50;29.339,50;675.684,00;969.224,25;15.749,25;1.560.740,75;2.990.173,75;2.166.439,00;199.829,00;201.055,25;948.325,50
05.10.2015;12.10.2015;661.184,50;238.922,75;229.055,00;998.695,75;484.109,75;14.493,75;1.363.126,75;2.960.299,00;2.042.630,25;339.977,75;178.388,50;788.209,50
12.10.2015;19.10.2015;666.781,75;231.223,50;290.308,50;526.612,75;276.830,00;15.622,25;1.344.729,00;2.830.416,50;2.449.787,50;497.366,75;199.810,75;1.039.630,50
19.10.2015;26.10.2015;678.301,50;227.335,75;201.172,00;660.520,00;319.057,50;15.537,50;1.574.194,00;2.900.315,25;2.238.355,75;401.938,25;191.948,75;1.227.759,25
26.10.2015;02.11.2015;673.252,50;205.533,00;148.272,50;706.768,75;416.775,00;16.094,00;1.798.131,50;2.878.440,25;2.017.910,00;459.080,25;183.582,00;931.703,25
02.11.2015;09.11.2015;671.845,00;181.671,50;184.349,00;941.203,00;425.681,00;17.200,50;1.762.267,00;2.769.521,75;2.006.866,25;436.693,25;170.712,50;975.196,50
09.11.2015;16.11.2015;668.419,50;172.703,00;404.426,50;3.007.517,00;258.359,00;12.527,50;1.712.865,50;2.276.714,25;1.385.551,00;348.664,50;182.579,00;841.684,00
16.11.2015;23.11.2015;673.667,50;192.394,00;343.760,75;2.731.943,50;196.720,75;14.549,25;1.746.520,75;2.658.744,25;1.386.281,75;415.156,50;194.589,50;829.154,50
23.11.2015;30.11.2015;676.569,75;209.646,25;314.344,50;1.943.214,50;156.702,25;19.676,75;1.749.325,75;2.657.228,00;1.984.359,75;599.601,25;197.156,00;1.026.164,25
30.11.2015;07.12.2015;749.262,50;235.970,00;358.436,75;2.964.546,00;163.984,75;17.839,50;1.733.108,75;2.299.126,00;1.617.529,25;431.054,50;177.136,75;853.302,75
07.12.2015;14.12.2015;780.607,75;203.042,25;232.506,25;2.006.270,00;210.738,25;20.145,50;1.770.293,00;2.705.558,50;1.957.861,25;460.652,75;175.263,00;849.777,00
14.12.2015;21.12.2015;775.916,50;197.408,25;329.040,75;1.464.263,25;146.375,00;26.997,00;1.762.705,50;2.790.786,50;1.830.410,25;540.252,75;189.359,50;906.829,00
21.12.2015;28.12.2015;776.803,25;179.432,50;418.089,25;3.283.382,00;219.947,25;22.626,00;1.648.847,75;1.961.996,75;422.861,75;257.537,75;176.258,75;624.348,00
28.12.2015;04.01.2016;775.286,50;172.690,75;357.510,00;1.713.184,00;163.297,25;27.999,00;1.758.574,00;2.289.700,50;870.670,75;329.229,00;161.785,00;595.512,75
04.01.2016;11.01.2016;769.328,00;212.753,25;392.546,25;1.644.864,25;133.618,25;30.191,25;1.768.812,50;2.596.689,25;1.860.220,50;473.400,50;165.386,25;884.034,25
11.01.2016;18.01.2016;774.915,50;238.368,75;177.036,50;1.319.091,00;108.217,75;31.396,50;1.796.865,25;2.990.618,00;2.319.968,75;515.748,25;169.822,75;990.859,00
18.01.2016;25.01.2016;773.447,00;219.170,50;238.463,50;927.380,00;137.017,50;31.733,75;1.795.500,00;2.918.455,25;2.432.090,25;922.435,75;206.675,00;1.043.408,50
25.01.2016;01.02.2016;770.023,25;227.828,75;429.655,75;3.343.679,25;233.976,00;28.527,25;1.698.653,75;2.280.742,00;1.178.921,00;401.343,00;167.388,25;796.862,75
01.02.2016;08.02.2016;787.249,00;283.662,75;373.757,50;3.004.070,25;207.178,75;26.755,00;1.749.410,25;2.339.044,00;1.149.364,75;346.309,50;189.516,50;822.432,75
08.02.2016;15.02.2016;790.279,25;269.341,75;270.911,75;2.382.086,50;270.629,00;27.776,75;1.750.664,00;2.629.692,25;1.408.856,25;405.935,50;171.264,75;835.831,75
15.02.2016;22.02.2016;786.016,00;271.533,75;280.815,50;1.653.068,00;254.223,75;28.336,25;1.747.566,25;2.712.647,75;1.843.555,25;469.711,50;166.695,50;916.434,50
22.02.2016;29.02.2016;788.144,50;269.164,75;225.005,25;1.456.186,25;481.698,00;30.290,75;1.717.628,00;2.534.705,75;1.834.668,00;408.942,50;160.553,75;868.620,75
29.02.2016;07.03.2016;789.106,75;331.876,50;168.326,75;1.284.300,75;341.970,00;32.624,75;1.768.296,75;2.558.353,50;1.953.916,50;347.943,50;159.248,00;956.203,00
07.03.2016;14.03.2016;790.985,75;321.842,00;99.968,50;709.215,00;556.353,25;33.229,25;1.770.847,25;2.475.108,25;2.031.028,25;391.021,25;149.789,25;986.232,75
14.03.2016;21.03.2016;788.752,50;295.584,00;168.266,75;975.850,25;683.674,75;32.697,75;1.755.142,50;2.667.150,25;1.847.325,75;344.136,75;143.397,25;945.202,50
21.03.2016;28.03.2016;786.200,50;276.837,25;249.263,25;1.278.777,75;516.151,75;31.331,50;1.693.571,00;2.455.380,00;1.575.011,00;311.387,75;151.212,25;1.389.629,50
28.03.2016;04.04.2016;790.695,75;318.117,50;225.611,00;1.512.195,75;730.938,75;28.925,00;1.615.706,25;2.241.925,00;1.248.273,25;271.608,75;151.299,50;1.022.583,25
04.04.2016;11.04.2016;778.597,75;363.318,50;235.844,75;1.134.885,00;773.714,75;27.111,00;1.322.832,75;2.483.494,25;1.685.507,25;260.178,25;144.516,00;730.162,00
11.04.2016;18.04.2016;783.547,00;364.525,00;186.078,50;999.486,50;774.388,50;28.147,00;1.105.009,00;2.592.764,50;1.578.978,50;307.063,75;155.966,00;786.788,75
18.04.2016;25.04.2016;772.493,00;415.709,75;234.254,50;1.252.608,50;1.045.267,50;28.530,50;1.094.963,00;2.515.641,25;1.297.257,00;229.449,50;148.876,25;716.526,50
25.04.2016;02.05.2016;768.897,25;378.911,50;181.436,50;1.559.491,25;934.577,50;27.984,00;1.092.003,25;2.488.121,75;1.667.151,25;257.705,50;157.388,00;834.893,25
02.05.2016;09.05.2016;766.635,25;363.070,75;223.814,75;1.256.950,50;1.374.574,00;25.970,75;1.051.334,00;2.181.378,25;1.077.173,00;220.755,50;156.857,75;656.783,50
09.05.2016;16.05.2016;757.557,25;425.256,50;348.893,75;1.919.194,50;1.074.496,25;24.889,75;1.079.410,00;2.125.545,25;1.034.380,00;232.627,50;180.330,25;651.426,25
16.05.2016;23.05.2016;758.114,75;435.347,25;151.873,50;998.283,00;1.016.997,00;25.469,75;1.206.025,00;2.347.936,25;1.146.079,25;287.080,50;154.090,75;741.678,25
23.05.2016;30.05.2016;749.884,00;470.353,00;116.420,25;568.368,00;840.230,25;24.815,50;1.077.532,00;2.417.653,00;1.493.411,25;327.554,50;130.173,00;816.588,00
30.05.2016;06.06.2016;735.141,50;450.284,00;223.318,75;635.268,75;950.358,00;24.261,50;1.196.536,00;2.265.489,75;1.492.578,75;284.452,25;162.334,00;750.620,75
06.06.2016;13.06.2016;733.072,75;449.932,25;120.660,00;529.682,25;1.223.665,00;22.234,75;1.414.622,75;2.256.866,25;1.500.603,50;217.219,25;128.768,25;691.645,25
13.06.2016;20.06.2016;739.391,00;435.861,50;94.617,25;565.875,25;953.116,50;21.948,75;1.387.931,00;2.348.613,25;1.624.769,75;290.115,50;174.577,50;736.065,50
20.06.2016;27.06.2016;727.259,75;443.839,00;124.802,00;799.052,25;1.225.440,50;21.502,25;1.449.789,75;2.064.816,75;1.573.461,75;254.433,50;196.912,25;801.265,50
27.06.2016;04.07.2016;734.964,00;463.518,75;235.653,00;1.114.281,00;1.085.163,50;19.839,75;1.439.276,50;2.191.055,50;1.276.207,50;243.330,50;166.273,00;742.256,50
04.07.2016;11.07.2016;729.813,25;470.381,75;261.532,25;1.303.068,25;1.314.154,75;17.965,00;1.478.224,50;2.290.831,25;998.843,75;236.603,50;186.424,25;669.904,00
11.07.2016;18.07.2016;720.177,50;440.783,25;247.908,75;1.173.453,00;953.997,50;18.071,50;1.424.798,25;2.571.224,25;1.048.356,00;247.936,25;152.955,00;686.652,25
18.07.2016;25.07.2016;718.313,75;479.804,00;83.878,50;422.501,50;1.231.435,50;18.303,25;1.319.495,00;2.473.509,25;1.651.295,25;293.361,25;160.395,25;846.235,25
25.07.2016;01.08.2016;717.751,00;489.631,50;63.262,50;453.506,50;1.009.357,75;18.735,00;1.300.187,75;2.404.655,75;1.849.184,25;293.524,50;136.582,75;832.203,50
01.08.2016;08.08.2016;735.400,25;469.970,50;246.260,25;1.017.612,25;936.636,25;21.598,00;1.346.868,25;2.283.199,00;1.285.140,25;283.850,75;139.265,50;710.172,50
08.08.2016;15.08.2016;743.778,75;493.937,75;315.294,25;1.180.386,50;962.050,25;21.456,25;1.529.075,00;2.272.950,50;860.341,00;237.044,50;161.460,25;607.766,75
15.08.2016;22.08.2016;732.693,00;463.649,25;107.780,00;548.840,25;1.110.125,75;21.347,50;1.704.814,00;2.395.654,00;1.251.072,25;376.740,75;160.838,00;682.093,50
22.08.2016;29.08.2016;723.233,50;422.610,75;140.863,25;837.448,75;1.234.188,50;21.453,00;1.708.444,75;2.500.351,50;1.302.894,25;583.626,00;166.342,25;732.916,25
29.08.2016;05.09.2016;730.842,25;401.131,25;154.149,00;797.673,25;1.001.795,00;20.644,50;1.621.728,50;2.470.479,75;1.478.424,75;523.328,50;171.915,75;871.717,50
05.09.2016;12.09.2016;724.926,50;389.250,00;86.627,50;508.335,75;1.073.361,00;20.523,75;1.513.210,25;2.550.499,50;1.569.918,00;599.072,50;167.208,50;917.214,75
12.09.2016;19.09.2016;724.474,75;362.077,25;192.031,75;1.022.903,75;856.623,25;22.318,75;1.520.646,00;2.507.180,25;1.490.913,25;583.026,00;151.923,00;859.834,00
19.09.2016;26.09.2016;738.797,25;379.706,00;100.148,25;386.348,50;841.957,00;25.740,50;1.665.344,25;2.766.169,75;1.724.617,50;606.953,25;132.387,25;837.686,50
26.09.2016;03.10.2016;738.664,75;315.609,50;272.702,50;1.389.091,75;686.698,00;24.287,25;1.752.633,50;2.472.555,00;1.317.126,50;509.516,00;165.367,75;1.098.752,75
03.10.2016;10.10.2016;750.696,00;290.952,25;330.662,00;1.316.205,25;450.527,75;27.249,50;1.768.095,00;2.630.133,00;1.352.127,25;584.945,25;143.122,00;976.817,00
10.10.2016;17.10.2016;752.268,25;250.561,00;385.996,25;1.122.768,00;437.161,00;27.395,25;1.768.422,50;2.691.027,25;1.595.375,75;584.279,75;170.341,75;1.099.850,00
17.10.2016;24.10.2016;755.238,50;252.678,00;273.723,75;656.878,25;297.584,00;28.185,50;1.775.857,75;2.692.703,75;1.926.224,25;705.816,25;169.201,50;1.254.117,75
24.10.2016;31.10.2016;763.889,25;275.896,25;278.833,00;938.724,00;297.268,25;29.019,50;1.761.320,75;2.693.676,00;1.661.196,00;620.590,50;169.476,75;1.303.520,75
31.10.2016;07.11.2016;766.685,25;242.516,25;276.960,50;1.207.743,75;298.435,25;32.366,75;1.768.567,75;2.924.990,25;1.636.418,25;455.331,25;156.330,75;1.069.584,00
07.11.2016;14.11.2016;767.397,75;291.324,75;215.155,75;695.656,75;207.812,00;33.169,75;1.766.649,75;2.913.504,50;2.085.936,00;792.877,50;177.634,75;1.276.477,50
14.11.2016;21.11.2016;759.023,25;278.316,75;445.095,25;2.774.307,50;206.442,25;31.972,75;1.690.845,25;2.347.493,00;1.238.034,00;517.480,25;162.235,75;1.037.434,00
21.11.2016;28.11.2016;769.307,00;287.185,25;240.754,25;1.275.803,00;194.098,00;32.786,00;1.717.021,25;2.686.581,25;1.901.479,75;659.438,00;175.238,25;1.221.994,75
28.11.2016;05.12.2016;784.467,75;268.561,00;285.210,50;1.768.592,25;330.774,00;34.057,00;1.708.051,50;2.557.901,25;1.896.485,00;635.615,75;185.192,75;1.124.884,25
05.12.2016;12.12.2016;797.938,00;263.069,50;306.836,25;1.997.628,50;205.212,25;32.471,25;1.674.748,00;2.643.297,50;1.765.235,75;694.446,75;190.974,50;1.163.951,75
12.12.2016;19.12.2016;801.078,75;270.672,50;154.049,25;722.521,75;124.624,25;33.458,00;1.505.655,50;2.887.487,75;2.272.703,75;911.116,25;218.007,50;1.284.098,00
19.12.2016;26.12.2016;797.717,75;255.237,25;374.668,25;2.172.452,50;123.099,50;32.922,50;1.273.840,00;2.305.270,75;1.532.518,75;730.385,50;201.499,75;1.088.329,25
26.12.2016;02.01.2017;795.337,75;225.686,50;378.603,50;2.229.841,25;219.687,25;31.305,50;1.034.381,00;2.104.846,25;937.296,75;511.430,50;171.488,00;672.874,50
02.01.2017;09.01.2017;796.736,75;191.479,00;343.176,75;1.952.035,25;102.160,00;31.766,75;1.147.196,25;2.526.111,75;1.937.060,75;696.826,75;194.649,75;254.335,00
09.01.2017;16.01.2017;792.907,75;197.321,00;384.967,75;2.509.603,75;92.539,75;32.179,75;1.273.148,25;2.673.138,00;1.577.146,00;715.821,50;184.063,00;235.704,50
16.01.2017;23.01.2017;799.356,50;196.408,75;96.540,75;573.221,00;233.904,50;33.602,25;1.305.072,25;2.796.985,75;2.715.262,00;1.037.672,75;232.845,50;273.738,50
23.01.2017;30.01.2017;804.870,25;190.316,50;250.775,00;883.395,25;303.890,25;31.898,75;1.413.480,00;2.627.749,25;2.425.026,50;943.979,75;233.768,00;244.991,25
30.01.2017;06.02.2017;822.692,25;235.419,50;335.220,50;1.125.896,50;216.361,75;39.308,75;1.367.599,75;2.594.615,50;2.394.129,25;747.327,00;186.278,75;242.858,25
06.02.2017;13.02.2017;831.074,50;219.819,00;553.415,25;1.231.609,00;262.079,00;43.052,00;1.116.383,00;2.710.514,00;2.269.137,75;816.312,50;187.540,75;270.303,50
13.02.2017;20.02.2017;833.062,25;191.412,50;386.986,50;1.303.358,25;530.583,00;42.974,00;1.098.462,75;2.863.166,75;2.086.734,75;677.483,00;184.065,25;255.621,25
20.02.2017;27.02.2017;820.238,50;236.173,75;569.809,50;3.677.969,75;371.080,00;41.946,25;1.074.183,25;2.343.739,75;828.127,00;434.041,75;176.634,75;238.774,50
27.02.2017;06.03.2017;811.757,25;244.619,00;419.312,00;2.807.062,50;539.491,25;38.906,50;1.140.180,00;2.499.849,50;859.073,75;439.670,00;201.205,25;233.366,25
06.03.2017;13.03.2017;807.472,25;277.883,50;339.656,00;1.476.749,50;564.454,25;39.255,25;1.091.983,75;2.629.963,00;1.581.252,50;618.548,00;185.733,50;253.489,75
13.03.2017;20.03.2017;810.401,00;277.929,00;444.853,50;2.199.001,75;681.593,50;38.717,75;1.092.843,00;2.504.245,00;1.188.702,00;440.006,75;184.379,00;242.497,75
20.03.2017;27.03.2017;802.727,75;302.105,75;261.971,50;1.536.544,75;776.291,50;37.845,00;1.078.704,00;2.612.040,50;1.426.609,25;481.675,75;206.409,75;240.458,25
27.03.2017;03.04.2017;796.012,00;275.513,25;210.065,00;991.890,50;1.083.750,00;34.748,25;1.067.687,00;2.784.582,75;1.303.144,75;431.837,50;181.441,00;227.521,50
03.04.2017;10.04.2017;793.126,75;271.218,75;236.471,50;1.140.658,50;909.508,25;34.403,25;975.717,50;2.720.704,25;1.383.709,75;472.880,75;195.645,00;236.620,00
10.04.2017;17.04.2017;796.572,25;241.412,75;513.291,75;2.487.500,75;806.220,25;34.834,50;1.010.210,25;2.383.462,00;679.919,25;332.074,00;185.805,00;225.561,25
17.04.2017;24.04.2017;805.049,75;263.857,50;384.470,25;1.778.968,75;870.262,25;40.295,50;1.197.169,50;2.473.763,50;962.049,75;403.290,00;181.087,00;236.372,25
24.04.2017;01.05.2017;801.650,75;303.965,75;230.185,00;1.114.430,50;991.382,50;39.468,00;1.277.373,25;2.565.768,75;1.268.822,25;482.966,25;196.672,50;242.250,75
01.05.2017;08.05.2017;793.770,50;313.353,25;438.100,00;1.444.861,00;779.080,75;36.186,00;1.287.654,75;2.516.705,00;1.055.232,50;415.796,50;153.516,00;230.034,50
08.05.2017;15.05.2017;777.086,75;342.011,00;258.208,25;749.819,75;1.071.501,25;36.772,25;1.252.767,75;2.433.375,00;1.475.250,00;433.106,00;179.200,75;227.256,25
15.05.2017;22.05.2017;768.309,25;358.011,75;221.504,50;789.852,00;1.264.787,75;31.477,25;1.269.765,25;2.500.496,00;1.277.090,75;390.811,00;172.480,50;214.673,75
22.05.2017;29.05.2017;771.819,25;342.554,25;194.046,25;981.570,75;1.432.583,75;31.426,00;1.295.602,75;2.372.333,25;940.179,50;281.810,75;194.358,25;217.711,00
29.05.2017;05.06.2017;752.394,00;368.781,50;144.686,50;889.950,50;1.292.684,00;29.218,00;1.383.611,75;2.357.382,00;1.266.346,25;474.696,50;187.713,50;200.372,75
05.06.2017;12.06.2017;751.206,75;366.875,75;413.902,75;1.619.223,75;1.246.725,25;27.749,00;1.496.943,75;2.245.028,75;478.706,00;271.340,50;205.806,50;209.036,25
12.06.2017;19.06.2017;751.720,50;347.018,75;308.679,50;1.518.294,75;1.333.798,50;27.580,00;1.491.308,50;2.355.891,50;732.300,00;335.359,50;199.104,00;200.547,75
19.06.2017;26.06.2017;745.298,00;325.422,00;291.705,50;1.339.536,75;1.325.076,75;27.206,75;1.456.892,75;2.405.758,00;1.187.206,75;441.742,50;189.905,75;194.246,00
26.06.2017;03.07.2017;747.369,50;346.456,00;291.086,25;1.492.316,50;957.285,50;27.231,50;1.487.087,75;2.459.424,75;936.206,50;452.620,50;176.245,75;197.368,00
03.07.2017;10.07.2017;741.260,75;332.565,75;123.702,25;719.021,75;1.345.220,00;26.271,75;1.371.447,00;2.430.380,50;1.275.080,50;544.349,75;158.286,00;202.304,25
10.07.2017;17.07.2017;741.454,50;341.858,00;200.338,25;916.154,25;1.027.350,00;27.201,50;1.080.997,75;2.413.344,25;1.026.659,00;571.870,75;153.205,50;223.281,25
17.07.2017;24.07.2017;740.061,00;328.085,00;226.780,50;828.482,50;1.246.896,00;26.164,75;1.066.331,75;2.282.544,75;1.113.863,00;551.597,75;130.540,25;211.151,75
24.07.2017;31.07.2017;741.894,75;358.047,00;245.245,25;1.465.626,00;867.218,50;26.919,75;1.187.435,00;2.260.182,50;880.536,00;388.028,75;155.746,50;207.359,50
31.07.2017;07.08.2017;735.521,00;360.227,25;333.923,00;1.256.901,25;1.087.647,25;28.786,25;1.494.257,25;2.392.862,25;645.362,75;320.380,25;168.512,00;203.862,25
07.08.2017;14.08.2017;742.471,00;355.160,25;220.739,50;978.913,50;864.309,00;30.175,75;1.494.920,00;2.523.807,00;707.783,25;335.248,25;152.399,25;208.144,25
14.08.2017;21.08.2017;745.816,25;366.760,50;335.453,00;1.114.530,25;1.089.972,00;29.713,25;1.654.425,00;2.432.911,00;675.354,25;258.973,00;165.758,25;193.203,75
21.08.2017;28.08.2017;749.650,50;336.506,25;183.419,00;672.562,75;1.149.029,50;29.809,25;1.698.795,00;2.642.501,50;1.176.773,25;213.494,25;157.593,25;195.103,25
28.08.2017;04.09.2017;736.600,25;327.078,50;94.677,00;545.853,25;924.922,00;30.236,00;1.615.513,00;2.657.838,75;1.472.291,25;289.933,25;149.075,50;215.467,25
04.09.2017;11.09.2017;736.709,00;365.279,75;302.869,50;1.697.077,00;755.145,00;31.274,25;1.460.871,25;2.332.134,25;998.753,00;260.223,75;176.326,75;226.622,25
11.09.2017;18.09.2017;659.794,75;359.597,25;359.244,50;2.545.452,50;687.112,50;30.262,00;1.465.606,25;2.234.234,75;836.341,25;229.458,75;182.206,50;230.374,00
18.09.2017;25.09.2017;640.414,00;350.333,00;97.620,00;318.201,75;729.896,75;27.741,50;1.494.765,50;2.633.372,00;1.896.725,25;503.095,25;167.004,25;234.992,00
25.09.2017;02.10.2017;743.458,25;312.639,25;298.319,25;793.069,25;664.540,50;29.813,25;1.559.737,25;2.512.186,50;1.564.577,75;571.668,50;193.142,25;238.862,75
02.10.2017;09.10.2017;737.200,25;334.604,50;670.650,00;3.322.766,50;460.889,50;31.520,00;1.654.215,25;2.001.494,50;358.191,00;307.846,50;185.579,50;215.578,75
09.10.2017;16.10.2017;743.094,00;304.388,50;462.550,75;1.996.837,75;572.741,75;33.146,75;1.698.012,00;2.419.995,75;1.206.280,50;392.411,75;204.859,00;229.748,00
